title,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Carter_1978,-0.00019273319,-0.0020368977,-0.004466252,-0.0024983266,0.0033200204,0.0018201963,-0.0010780569,0.0020342623,0.00046137956,0.0036513708,0.00048197326,-0.0023650567,0.0028711632,-0.0010326033,0.0006581543,0.004376176,-0.0026236433,0.0020664528,8.908479e-07,0.0017001146,0.00093202264,-0.0033711381,-0.0001416202,0.002164836,0.0030166362,-0.0039523277,-0.0014315919,0.0033915946,-0.0034202007,0.0040545235,0.0035519837,0.0015155644,-0.0018078607,-0.004277888,-0.0039973855,-0.002224051,-0.0049000387,0.00025564828,0.0049172575,-0.0009858869,-0.0023098346,-0.0032263363,0.0035495441,-0.0020198955,-0.0040957034,0.00083033467,-0.000968922,0.002371023,-0.0022757645,-0.0015211113,-0.004049372,0.0019525643,-0.0013897464,0.004149499,0.0022872775,-0.0014439056,0.0035045291,0.0013566059,0.0026859264,-0.004395302,0.0024980616,0.004737942,0.003392487,0.00331717,0.0039151423,-0.0046142917,-0.0048030694,-0.0028017093,0.0030944434,-0.00028514382,-0.0021847778,-0.0027631167,0.00050221785,-0.0027499355,-0.0049201576,-0.0034255863,-0.0030266405,0.0012391239,0.0048075533,-0.004460673,0.0023494745,-0.0021210888,0.00030235358,-0.0028129758,0.0031411955,0.0024614166,-0.0036097332,0.0023903006,-0.0048787883,-0.004343115,0.0004060642,-0.001680576,0.0025023727,-0.002216238,-0.0007974466,-0.003970197,0.0019688634,0.0007545863,0.0023955554,0.0028665035
Carter_1979,-0.0025016838,0.0008745846,-0.0037020165,0.0035318928,-7.017678e-05,0.003694051,-0.0032355273,0.0011350724,-0.0028158128,-0.0022582496,0.00020980187,0.003584848,0.0022057074,0.002243686,-0.002407963,-0.0015778824,0.0010955147,-0.00074112264,0.0030972057,0.0012766791,-0.002222067,-0.0010517718,0.0025631373,0.0007470108,0.0026902538,0.0019582133,-0.0013317977,-0.0011662273,-0.0012803101,0.00034766024,-0.0014640589,-0.0013878406,-0.00039353917,-0.0049881544,0.0005092221,-0.00046525282,-0.00092842,-0.0017090818,0.0029347804,-0.0008694064,0.0043460294,-0.0033415565,-0.0034423186,-0.0039207214,0.0013068691,0.0003298974,0.0033903003,-0.00097628916,-0.0031718048,-0.0018414335,-0.0039844266,0.002581153,0.0033775382,-0.004768635,0.004253584,0.003718227,-0.0016793286,0.0022930778,0.002343827,0.0036486303,0.001912281,-0.0008466307,-0.0049393303,0.00048603956,0.0029208846,-0.0033172232,-0.0006722847,-0.0040548895,-0.0020957475,0.0033551867,0.0030818048,-0.0027396656,0.0038796873,-0.0035306728,0.00055140845,0.003440327,0.0013098607,-0.00012996331,-0.0028294052,0.0036904886,0.0016723267,0.0005135401,0.0012226516,0.0005819999,0.004352873,-0.004397135,-0.0040030866,-0.004006655,-0.0013369013,-6.7718756e-05,-0.003446527,0.0045245606,0.0040144827,0.0032639657,-0.0049240403,-0.003119921,-0.003592349,0.003673881,0.0016357742,-0.0048269294
Carter_1980,0.00055124203,0.00092488434,-0.0010462676,0.0010945061,0.0012801825,0.00057445734,0.0002812589,-0.0027369238,-0.0027484451,-0.0031804123,0.0013315728,0.0045356466,-0.0012255264,-5.4214488e-05,0.0009804744,-0.0033980159,-0.001047809,-0.0015471,9.200369e-05,0.0010323472,0.0035445634,0.0031248615,-0.00042272118,0.00034731385,0.0025915676,0.004830194,-0.0035593542,-0.004616105,0.0020826468,-0.001781913,0.0032700934,0.002157462,0.0043735886,-0.003301024,-0.0031153732,-0.0022006792,0.0036127109,0.000774264,-0.001545102,-0.001435092,-0.0010322564,-0.004359307,-0.00019118657,-0.0035823167,0.0015736611,0.0013163602,-0.0013675819,0.0011495022,-0.0035399995,-0.004610034,0.003878843,-0.0043164426,0.004361894,-0.0028682875,0.004364487,-0.0035248504,0.0047295126,8.991316e-05,-0.0045590345,-0.004933434,-0.0014537646,-0.0005553711,0.001319866,0.0032789195,0.003935582,-0.0010227738,0.0008504256,-0.0008696511,-0.0009472153,-0.0012404048,0.0013783864,-0.004566851,-0.0043626684,-0.0003129537,0.0011183203,0.0036157276,0.0015426892,-0.004448573,-0.00099343,0.00023828422,0.0021874453,0.004099555,-0.00435061,-0.001923025,0.00096347317,-0.0018489233,0.004679673,-0.0034409433,0.0021374868,-0.0002297469,0.0037818053,0.0034187536,-0.0026713088,0.0034684357,-0.002575144,-0.0007393334,0.004996536,-0.00089715316,-0.0025616332,0.0033475903
Clinton_1993,0.0035457134,-0.0029564092,-0.0019093326,-0.0017086192,0.0012617025,-0.0037621104,-0.002024749,-0.0019138436,0.0022672683,-0.0030765056,0.00022018237,-0.0005285399,-0.0025920703,-0.004251453,-0.002284964,0.0024308253,0.0015337282,-0.0041231904,0.0020847484,-0.0036738787,0.004476869,0.0008081252,-0.0020242382,-0.0035814962,0.00345514,-0.003590889,-0.0022145289,0.003067305,0.0031764528,0.0034637921,-0.004389123,-0.00497575,-0.0038976332,0.0033180006,0.0037971048,0.0030422383,0.001172268,-0.00055271346,-0.004185871,-0.0007985094,-0.0011932143,0.0020887014,0.0014112414,0.00389596,0.00334794,0.00032919695,-0.00067024503,-0.0045927246,-0.0017347378,-0.0041422825,-0.0002318158,-0.003287643,-0.0043536127,0.0005358234,0.0024195872,0.004729663,0.0005488502,-0.0029632265,0.0046491586,-0.0009346967,-0.0021655348,0.0030429135,0.001586311,-0.0047377246,-0.0012925579,0.0038208242,-0.004981926,-0.0019058649,0.0033137733,0.00022850244,0.0015042332,0.004149508,-0.0012401752,0.0037586198,-6.902794e-05,0.0008221163,-0.004321912,0.0016592975,-0.003304123,0.0008125096,-0.004693992,0.0041899965,0.0039829724,0.0021750205,0.004509212,0.0010192341,0.00036078147,-0.0027479774,-0.0032927971,-0.00028405312,0.0008414154,-0.003705648,0.0031745564,-0.004443986,0.0035322888,-0.0032367397,0.0022731144,0.0030352806,0.0003879654,-0.0045835483
Clinton_1994,0.0026885972,-0.001203521,-0.0033059905,-0.00297731,-0.0043345415,0.00048272652,-0.0011150745,0.0019263502,0.0023386842,-0.0032609499,-0.0012311994,0.00096574245,0.0016891214,-0.0018804318,-0.00012921271,0.002298982,-0.0014102989,-0.004088088,-0.0011336904,-0.001960509,0.0035676598,0.0020245088,-0.002606875,-0.0015788215,0.0036157388,-0.0019557723,-0.004172009,-0.0018313278,0.0041252314,-0.0036357786,-0.0012350125,-0.0004051479,0.00080180465,0.0017881361,0.0036806266,0.002648467,-0.0046767434,0.003587779,-0.0033004938,0.00053093664,0.0039433707,0.0017925544,0.004630014,-0.0031837653,-0.0030845508,-0.0040014107,0.00087732426,0.00488408,0.0028207097,0.00286282,0.0049889716,0.0011272174,0.0034956955,-0.0024187497,0.0007980242,-0.0035172189,-0.0002968831,0.00036554816,-0.002811141,0.0036073232,0.0007649933,-0.00094839855,-0.0030556687,0.0022892954,0.0016845029,-0.0014111734,-0.002364237,0.00061312283,-0.00038102557,-0.0027706374,0.003213788,0.0048895613,-0.002660968,-0.0025262453,-0.00023668013,-0.0013985505,0.004885444,-0.0024468328,0.00072306924,0.00066476717,-0.004989574,-0.0038331535,-0.0034002871,-0.00064051873,-0.0033371707,0.0022884784,-0.0034725654,0.0008667879,0.004952859,0.0033268468,0.004026567,0.0045238715,0.002516169,-0.0003295722,-0.0020820373,-0.0036488515,3.98363e-06,0.00045780622,0.0003834076,0.0020969177
Clinton_1995,0.0002731627,-0.0027112276,-0.0034028054,-0.0033491487,2.3565552e-05,0.00061821553,-0.0019794768,0.0006350627,0.00010641604,0.0007855826,0.0027396479,-5.912025e-05,0.00311665,0.002188404,0.0033416797,0.0026501627,0.003622684,-0.00025931452,-0.0030083654,0.0013935763,0.004181056,-0.00095497747,0.0049683917,0.003788169,0.0024603556,-0.0017893505,0.003678106,0.0039246767,-0.0010558737,0.0019124399,0.0009071412,-0.0009660954,-0.0021842127,0.0013846231,-0.0016895052,-0.0010046514,0.004956049,-0.0023077286,5.9295082e-05,0.0031926043,0.003124157,-0.0038044748,0.0014710124,-0.004871209,-0.0016385788,0.0001268267,-0.0037826584,0.004673309,-0.0015164952,0.003580542,-0.0030839264,0.0024223954,-0.0022684566,-0.002355342,-0.00054326624,0.0021677716,0.0007210933,-0.004028885,-0.0022545068,-0.0019265619,0.0019795338,-0.0024214252,0.0016546233,-0.00013012854,0.002115646,0.004170975,-0.0034967512,0.002424051,1.1676932e-05,-0.0031591083,-0.0022122418,0.004133265,-0.0019221063,0.0046094456,-0.0029768725,-0.00019598722,-0.0009535444,-0.0038958807,-0.0048679644,-0.004992377,-0.0038313724,-0.003540695,0.003341057,0.004823642,0.0009731271,0.0046344283,0.000904627,-0.0019949963,-0.0037824723,0.00057607936,-0.0040898374,-0.004857635,-0.0004343456,0.0036318335,0.002860979,0.0045652636,-0.0015247803,-0.002855343,-0.0040257256,0.00082333107
Clinton_1996,0.0011951715,-0.004538489,-0.004540733,0.00046949118,0.0015319267,0.0006912828,0.0013649998,-0.00015479304,-0.004425249,-0.0006769868,-0.0009580942,0.0014617632,-0.004229426,-0.000826438,-0.0034331982,-0.00075225893,0.0048846053,-0.0018004811,0.0017385195,0.003012915,0.0046409704,0.0017796062,-0.00051646295,-0.002388532,-0.004425043,-0.004500598,0.0018692461,0.00016747101,0.0018772954,-3.62829e-05,-0.0048464974,0.0027966192,0.0040320177,-0.0031233996,0.00084287964,0.0012410386,-0.0017008642,0.0022514095,0.0023685428,0.004155521,0.00051044876,-0.0037133633,-0.0009032611,0.004782594,0.0026439317,0.004684603,0.003253572,0.0025786462,-0.001818996,0.0018473067,0.00010112124,-0.00409598,-0.0019318227,-0.001727104,0.00017360508,0.0039904946,-0.0025056172,3.662337e-05,-0.002421398,0.0031430607,0.0034341607,-0.0017190491,-0.0010078601,0.0036312204,-0.002036382,0.0009215211,0.004478519,-0.0044215303,0.0029988398,0.0018296472,0.00258194,0.0013891862,-0.0018913187,0.0019649663,0.0034991645,0.0028477495,0.003392927,-0.0020377191,-0.0020736682,-0.0021494457,0.0026133782,-0.0040694503,0.004032549,0.004921522,0.0008294583,0.0025244574,0.0020725732,0.0013993098,-0.0012716906,-4.2926265e-05,0.0028558497,-0.0036287226,-0.0044447663,-0.0041275197,0.003978107,-0.0038866175,-0.00095299544,-0.0009801287,0.0010761688,0.0030149124
Clinton_1997,0.0034041216,-0.0027224724,0.0023843811,-0.002616487,0.0021220858,0.004510499,-0.0027884373,0.003431857,0.003056149,-0.0024459925,-0.004457661,0.0010506392,0.002021866,0.00094442326,0.0016536139,-0.0022142027,0.000621905,0.0016504065,0.0008639052,-0.0047189225,-0.00031587738,-0.0049564457,0.0006481932,0.0014512016,0.0021051995,-0.00096006837,0.0027554438,-0.0020869002,0.004000785,0.0008438394,0.0036105735,-0.0015819696,-0.0006603336,0.001979076,0.0020478128,0.001964464,0.0017511297,0.0010138376,0.0030375714,-0.0017504281,-0.0021638155,-0.0044655423,-0.001882223,-0.0046025477,0.0010552965,0.0009028391,-0.002516507,-0.0031436179,0.004959136,0.0018180531,0.004846761,0.00048542581,-0.002600116,0.0038504743,0.003878641,-0.0020187497,0.0047915895,0.0022147154,0.004011374,-0.00310252,0.00049875793,0.0010856738,0.0038732968,0.001467539,-0.0030488851,0.0033740764,-0.0049805352,0.0043154014,0.0036668363,0.0048106587,-0.0028029461,0.0042379443,0.0028712004,0.0027360574,7.4132586e-05,-0.00073572254,0.0044354936,0.0021261226,0.0009902294,0.0020896697,-0.0005940522,-0.0039463444,0.0023157692,-0.00070630945,-0.004058478,-0.00071076775,0.00325993,-0.0039918507,0.0012640004,-0.0031313787,-0.0011094982,0.002496465,0.0033438592,-0.0012887771,0.0031373932,0.0031979796,-0.0014602357,-0.002671876,-0.0036162203,0.0005312265
Clinton_1998,-0.0032413704,-0.0020319584,0.0022994804,-0.004897855,0.0028732794,-0.0021980857,0.00047247697,0.00485392,0.002264378,-0.0041694646,-0.0012287608,-0.0045636287,0.003843876,-0.002407926,0.002225649,-0.0035053005,-0.0031315216,-0.0021951373,-0.0004950468,0.003375026,0.004026367,0.0042298282,-0.003235411,0.004784343,-0.00059047405,0.0026960524,-0.00033970652,0.0025256278,-0.0022939346,0.0039241365,-0.0049675726,0.0008916566,0.00024992618,-0.0034081389,0.003724087,0.002818327,0.0027776381,0.0040014978,0.0044766855,0.004155149,-0.0009874522,-0.001924245,0.0040260875,0.00059074635,-1.4315681e-05,-0.00090867485,-0.0017184302,0.0047886195,-0.0046793628,0.004836541,-0.002746917,-0.0016438264,0.0016209015,-0.0008443931,-0.00035259922,-0.0026981472,-0.00011407463,0.003624667,0.0007886831,0.00093562534,0.0024073443,-0.0012656915,-0.00026960787,0.0016977952,-0.0037810667,-0.0028914297,0.0037024668,-0.0041222246,0.0010200263,0.0032952353,-0.0024151797,0.0016594762,0.0033710012,-0.004963709,-0.00019252568,-0.0028287405,0.0029219456,-0.00054579705,0.004268802,-0.0021649885,0.0041669314,-0.004366407,0.0030335896,-0.0031890932,-0.0017315883,-0.0039925757,-0.0008001309,-0.0011952734,0.0018758972,0.001525165,-0.0024727993,-0.0022071998,-0.002696063,0.002864602,-0.00413528,-0.0012028262,0.0037701372,-0.0026158544,-0.0031212224,-0.0022213561
Clinton_1999,0.0042022313,-0.0022289462,-0.0021481642,0.0013524996,0.0021636905,-0.0037245268,0.0014363223,0.0015530314,0.002315905,-0.002764711,-0.00043906388,-0.003513071,0.0034831322,0.00076912803,0.002564718,-0.0023472751,0.0019221823,0.0026330114,0.0020088619,-0.0010977326,0.00054409995,-0.004032137,0.0027563663,0.003418292,-0.001063849,-0.0031489874,0.0025726273,0.0016340209,3.2414224e-05,0.00434499,0.0009755781,-0.0026416876,0.0037033514,-0.00057049975,-0.00046098206,0.0021011666,-0.0032460534,-0.0005567885,-0.0022038023,-0.00020004521,0.0024690458,0.0013360467,0.0038197034,0.001028734,-0.004774932,0.00042087183,0.004504014,-0.00329922,0.004303871,0.0016944035,-0.002694,0.0024981098,0.0009086054,0.002344962,-0.000997193,-0.0033698415,0.0022950233,3.9579758e-05,0.004424011,0.004577485,0.0011900893,0.0016870362,-0.0006688095,-0.0031812391,-0.0016357962,-0.0046045,0.0030882885,0.0026278421,-0.0042621493,0.00084346725,-0.0011795644,0.0022985523,-0.0038408507,-0.0047406517,-0.0008983301,0.0022239971,0.00085440825,0.0017900406,0.0002550266,0.00080191926,-0.0040369774,-0.0036743514,0.0025420028,-0.003590465,0.00414826,-0.0024846888,-0.002264596,-0.0016079209,-0.00012653403,-0.004413663,0.003698174,-0.0017802737,-0.0028338034,-0.0034261774,0.0017638827,0.0026511247,-4.03887e-05,-0.003040521,-0.0029764874,-0.004651747
